Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Maryland,US,2020-06-17 04:33:33,39.0639,-76.8021,62409,2982,4579.0,54848.0,24.0,1032.2908258458933,429225.0,10262.0,4.778156996587032,84000024.0,USA,7099.697635336306,16.44314121360701
Massachusetts,US,2020-06-17 04:33:33,42.2302,-71.5301,105885,7664,,98221.0,25.0,1536.2343694300894,723647.0,10867.0,7.238041271190442,84000025.0,USA,10499.045121924502,10.263021202247721
Michigan,US,2020-06-17 04:33:33,43.3266,-84.5361,66269,6034,44964.0,15271.0,26.0,663.5621196939137,835534.0,,9.105313193197425,84000026.0,USA,8366.33587524083,
Minnesota,US,2020-06-17 04:33:33,45.6945,-93.9002,30882,1344,27006.0,2532.0,27.0,547.5889206955346,429145.0,3658.0,4.352049737711289,84000027.0,USA,7609.450403856138,11.845087753383849
Mississippi,US,2020-06-17 04:33:33,32.7416,-89.6787,20152,915,15323.0,3914.0,28.0,677.1166362974434,240803.0,2728.0,4.54049225883287,84000028.0,USA,8091.093557479817,13.537117903930133
Missouri,US,2020-06-17 04:33:33,38.4561,-92.2884,16857,891,,15966.0,29.0,274.6590265498838,284791.0,,5.285638013881473,84000029.0,USA,4640.233661396924,
Montana,US,2020-06-17 04:33:33,46.9219,-110.4544,614,19,535.0,60.0,30.0,57.44878730662496,63577.0,79.0,3.0944625407166124,84000030.0,USA,5948.5693006405445,12.866449511400653
Nebraska,US,2020-06-17 04:33:33,41.1254,-98.2681,17038,231,10351.0,6456.0,31.0,880.7862663926121,139513.0,1088.0,1.3557929334428924,84000031.0,USA,7212.1806774992665,6.385726024181242
Nevada,US,2020-06-17 04:33:33,38.3135,-117.0554,11683,467,640.0,10576.0,32.0,379.29897057162043,222474.0,,3.9972609774886583,84000032.0,USA,7222.815987242205,
New Hampshire,US,2020-06-17 04:33:33,43.4525,-71.5639,5364,326,4041.0,997.0,33.0,394.49559501982407,98873.0,519.0,6.077554064131245,84000033.0,USA,7271.618748395799,9.675615212527964
New Jersey,US,2020-06-17 04:33:33,40.2989,-74.521,167426,12792,28872.0,125762.0,34.0,1884.9630552825365,1131782.0,18879.0,7.64039038142224,84000034.0,USA,12742.150303022117,11.276026423614015
New Mexico,US,2020-06-17 04:33:33,34.8405,-106.2485,9933,447,4160.0,5326.0,35.0,473.71531011827864,267921.0,1686.0,4.500151011778919,84000035.0,USA,12777.43678669076,16.973723950468138
New York,US,2020-06-17 04:33:33,42.1657,-74.9481,384575,30909,68938.0,284728.0,36.0,1976.8874192236576,3051778.0,89995.0,8.037183904309952,84000036.0,USA,15687.503177438823,23.40115712149776
North Carolina,US,2020-06-17 04:33:33,35.6301,-79.8064,45907,1169,29219.0,15519.0,37.0,437.70625788275527,651421.0,,2.5464526107129632,84000037.0,USA,6211.058187558377,
North Dakota,US,2020-06-17 04:33:33,47.5289,-99.784,3124,74,2720.0,330.0,38.0,409.9403985502492,88651.0,200.0,2.3687580025608197,84000038.0,USA,11633.042980754846,6.402048655569782
Northern Mariana Islands,US,2020-06-17 04:33:33,15.0979,145.6739,30,2,19.0,9.0,69.0,54.403017554040325,8169.0,,6.666666666666668,580.0,MNP,14813.941679965183,
Ohio,US,2020-06-17 04:33:33,40.3888,-82.7649,42010,2599,,39411.0,39.0,359.39464971640245,568133.0,7007.0,6.186622232801714,84000039.0,USA,4860.365639784072,16.67936205665318
Oklahoma,US,2020-06-17 04:33:33,35.5653,-96.9289,8645,363,6765.0,1517.0,40.0,218.47519226196,261805.0,1130.0,4.198958935801041,84000040.0,USA,6616.298173527175,13.07113938692886
Oregon,US,2020-06-17 04:33:33,44.572,-122.0709,6098,182,2431.0,3485.0,41.0,144.57990149694018,179538.0,912.0,2.984585109872089,84000041.0,USA,4256.737677100303,14.955723187930467
Pennsylvania,US,2020-06-17 04:33:33,40.5908,-77.2098,83978,6276,59612.0,18090.0,42.0,655.9761924494702,603092.0,,7.473385886779871,84000042.0,USA,4710.924216541664,
Puerto Rico,US,2020-06-17 04:33:33,18.2208,-66.5901,5951,147,,5804.0,72.0,202.86983604053714,5951.0,,2.470173080154596,630.0,PRI,202.86983604053714,
Rhode Island,US,2020-06-17 04:33:33,41.6809,-71.5118,16164,865,1479.0,13820.0,44.0,1525.8254740357631,203618.0,1889.0,5.351398168770107,84000044.0,USA,19220.832180909056,11.686463746597376
South Carolina,US,2020-06-17 04:33:33,33.8569,-80.945,19990,607,9734.0,9649.0,45.0,388.2522897950828,267679.0,2055.0,3.036518259129565,84000045.0,USA,5198.948708357078,10.280140070035015
South Dakota,US,2020-06-17 04:33:33,44.2998,-99.4388,5966,77,5069.0,820.0,46.0,674.3841412340802,67202.0,562.0,1.2906469996647671,84000046.0,USA,7596.373291855958,9.42004693261817
Tennessee,US,2020-06-17 04:33:33,35.7478,-86.6923,31751,493,20710.0,10548.0,47.0,464.93177652231435,638990.0,2146.0,1.552707001354288,84000047.0,USA,9356.768475953315,6.758842241189253
Texas,US,2020-06-17 04:33:33,31.0545,-97.5635,93569,2049,60681.0,30839.0,48.0,322.6975583187143,1348442.0,,2.1898278275924716,84000048.0,USA,4650.460525755365,
Utah,US,2020-06-17 04:33:33,40.15,-111.8624,14937,145,8470.0,6322.0,49.0,465.913776786845,275700.0,1073.0,0.9707437905871328,84000049.0,USA,8599.613594438853,7.183504050344782
Vermont,US,2020-06-17 04:33:33,44.0459,-72.7107,1131,55,914.0,162.0,50.0,181.25319516850456,52890.0,,4.8629531388152065,84000050.0,USA,8476.11095708418,
Virgin Islands,US,2020-06-17 04:33:33,18.3358,-64.8963,72,6,64.0,2.0,78.0,67.12160196890032,2378.0,,8.333333333333334,850.0,VIR,2216.8773539172907,
Virginia,US,2020-06-17 04:33:33,37.7693,-78.17,55331,1570,7341.0,46420.0,51.0,648.2441196604448,485438.0,8245.0,2.8374690498996946,84000051.0,USA,5687.269866073756,14.901230774791708
Washington,US,2020-06-17 04:33:33,47.4009,-121.4905,26531,1231,,25300.0,53.0,348.40936044669314,471265.0,3894.0,4.639855263653839,84000053.0,USA,6188.7277995895665,14.677170102898495
West Virginia,US,2020-06-17 04:33:33,38.4912,-80.9545,2341,88,1636.0,617.0,54.0,130.6254453457222,137071.0,,3.7590773173857333,84000054.0,USA,7648.423929510247,
Wisconsin,US,2020-06-17 04:33:33,44.2685,-89.6165,23198,703,17122.0,5373.0,55.0,398.4244389889177,437528.0,3096.0,3.030433658073972,84000055.0,USA,7514.52055961476,13.345978101560481
Wyoming,US,2020-06-17 04:33:33,42.756,-107.3025,1089,18,852.0,219.0,56.0,188.16122081902833,34413.0,96.0,1.6528925619834711,84000056.0,USA,5945.99824797541,8.81542699724518
Alabama,US,2020-06-18 04:33:30,32.3182,-86.9023,27312,790,15974.0,10548.0,1.0,557.0256884045779,310723.0,2352.0,2.892501464557704,84000001.0,USA,6337.166556024298,8.611599297012303
Alaska,US,2020-06-18 04:33:30,61.3707,-152.4044,695,12,438.0,245.0,2.0,95.00440847794736,77709.0,,1.7266187050359711,84000002.0,USA,10622.58644375944,
American Samoa,US,2020-06-18 04:33:30,-14.271,-170.132,0,0,,0.0,60.0,0.0,174.0,,,16.0,ASM,312.7190381193724,
Arizona,US,2020-06-18 04:33:30,33.7298,-111.4312,40937,1249,6715.0,32973.0,4.0,562.4205474673627,366193.0,3861.0,3.0510296308962546,84000004.0,USA,5031.0102728269285,9.431565576373453
Arkansas,US,2020-06-18 04:33:30,34.9697,-92.3731,13606,197,8996.0,4413.0,5.0,450.8576435050123,220699.0,1052.0,1.447890636483904,84000005.0,USA,7313.231740696215,7.731882992797296
California,US,2020-06-18 04:33:30,36.1162,-119.6816,162798,5271,,157527.0,6.0,412.01933892709604,2997988.0,,3.237754763572034,84000006.0,USA,7587.495140427813,
Colorado,US,2020-06-18 04:33:30,39.0598,-105.3111,29656,1631,4231.0,23794.0,8.0,514.9741193206287,256667.0,5272.0,5.499730240086323,84000008.0,USA,4457.00236996452,17.77717831130294
Connecticut,US,2020-06-18 04:33:30,41.5978,-72.7554,45429,4219,7611.0,33599.0,9.0,1274.2031707405322,367858.0,9912.0,9.287019304849323,84000009.0,USA,10317.766844576608,21.81866208809351
Delaware,US,2020-06-18 04:33:30,39.3185,-75.5071,10444,426,6305.0,3713.0,10.0,1072.5391367928985,86587.0,,4.078896974339334,84000010.0,USA,8891.990256366018,
Diamond Princess,US,2020-06-18 04:33:30,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-06-18 04:33:30,38.8974,-77.0268,9847,523,1155.0,8169.0,11.0,1395.2552536383332,70086.0,,5.311262313394943,84000011.0,USA,9930.726079668551,
Florida,US,2020-06-18 04:33:30,27.7663,-81.6868,82719,3018,,79701.0,12.0,385.1383411576369,1485759.0,12673.0,3.6484967178036487,84000012.0,USA,6917.670143740003,15.32054304331532
Georgia,US,2020-06-18 04:33:30,33.0406,-83.6431,60030,2575,,57455.0,13.0,565.3914325538316,650467.0,9543.0,4.2895219057138085,84000013.0,USA,6126.411277011381,15.897051474262867
Grand Princess,US,2020-06-18 04:33:30,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-06-18 04:33:30,13.4443,144.7937,188,5,170.0,13.0,66.0,114.47430112830256,9198.0,,2.6595744680851063,316.0,GUM,5600.716073287909,
Hawaii,US,2020-06-18 04:33:30,21.0943,-157.4983,744,17,637.0,90.0,15.0,52.54712290376531,63243.0,92.0,2.28494623655914,84000015.0,USA,4466.717330380147,12.365591397849462
Idaho,US,2020-06-18 04:33:30,44.2405,-114.4788,3632,88,2921.0,623.0,16.0,203.23827057213924,66784.0,275.0,2.4229074889867843,84000016.0,USA,3737.0772747493797,7.5715859030837
Illinois,US,2020-06-18 04:33:30,40.3495,-88.9861,134185,6485,,127700.0,17.0,1058.9243645408183,1259189.0,,4.832879979133286,84000017.0,USA,9936.922246613174,
Indiana,US,2020-06-18 04:33:30,39.8494,-86.2583,41013,2475,29671.0,8867.0,18.0,609.2047807713919,371182.0,6526.0,6.034671933289446,84000018.0,USA,5513.516420068924,15.912027893594713
Iowa,US,2020-06-18 04:33:30,42.0115,-93.2105,24460,675,15289.0,8496.0,19.0,775.2601368590871,235131.0,,2.7596075224856906,84000019.0,USA,7452.4812444731815,
Kansas,US,2020-06-18 04:33:30,38.5266,-96.7265,11644,247,696.0,10701.0,20.0,399.6822862211214,142124.0,1011.0,2.1212641703881827,84000020.0,USA,4878.430543360585,8.682583304706286
Kentucky,US,2020-06-18 04:33:30,37.6681,-84.6701,12995,518,3444.0,9033.0,21.0,290.86730385146814,299869.0,2455.0,3.986148518661024,84000021.0,USA,6711.972877155513,18.89188149288188
Louisiana,US,2020-06-18 04:33:30,31.1695,-91.8678,48634,3062,37017.0,8555.0,22.0,1046.1638007620902,545221.0,,6.296006908746968,84000022.0,USA,11728.224567489975,
Maine,US,2020-06-18 04:33:30,44.6939,-69.3819,2836,102,2275.0,459.0,23.0,210.9786253953989,74018.0,323.0,3.5966149506346965,84000023.0,USA,5506.423093976247,11.389280677009873
Maryland,US,2020-06-18 04:33:30,39.0639,-76.8021,62969,2996,4596.0,55377.0,24.0,1041.5536383004062,441343.0,10309.0,4.757896742841716,84000024.0,USA,7300.138280557358,16.371547904524448
Massachusetts,US,2020-06-18 04:33:30,42.2302,-71.5301,106151,7733,,98418.0,25.0,1540.0936350698723,732046.0,10925.0,7.284905464856666,84000025.0,USA,10620.902159926518,10.291942610055488
Michigan,US,2020-06-18 04:33:30,43.3266,-84.5361,66497,6036,44964.0,15497.0,26.0,665.8451202415333,849885.0,,9.077101222611546,84000026.0,USA,8510.034738657017,
Minnesota,US,2020-06-18 04:33:30,45.6945,-93.9002,31296,1357,27404.0,2535.0,27.0,554.9298252084533,448587.0,3689.0,4.336017382413088,84000027.0,USA,7954.189209508706,11.787448875255626
Mississippi,US,2020-06-18 04:33:30,32.7416,-89.6787,20641,938,15323.0,4380.0,28.0,693.5472652746887,244389.0,2767.0,4.5443534712465485,84000028.0,USA,8211.584836646283,13.405358267525802
Missouri,US,2020-06-18 04:33:30,38.4561,-92.2884,17069,909,,16160.0,29.0,278.1132422245931,285002.0,,5.325443786982248,84000029.0,USA,4643.671583601469,
Montana,US,2020-06-18 04:33:30,46.9219,-110.4544,630,20,538.0,72.0,30.0,58.94582410940346,65515.0,78.0,3.1746031746031744,84000030.0,USA,6129.897883377091,12.38095238095238
Nebraska,US,2020-06-18 04:33:30,41.1254,-98.2681,17231,234,10529.0,6468.0,31.0,890.7634790592264,142387.0,1116.0,1.3580175265509835,84000031.0,USA,7360.7532640477075,6.476698972781612
Nevada,US,2020-06-18 04:33:30,38.3135,-117.0554,11854,473,640.0,10741.0,32.0,384.8506374352468,227610.0,,3.9902142736628985,84000032.0,USA,7389.560788479544,
New Hampshire,US,2020-06-18 04:33:30,43.4525,-71.5639,5436,330,4067.0,1039.0,33.0,399.79083790599617,100086.0,521.0,6.070640176600442,84000033.0,USA,7360.828882019781,9.584253127299483
New Jersey,US,2020-06-18 04:33:30,40.2989,-74.521,167703,12835,28966.0,125902.0,34.0,1888.0816555376543,1147841.0,19010.0,7.653411089843353,84000034.0,USA,12922.950308426189,11.335515762985757
New Mexico,US,2020-06-18 04:33:30,34.8405,-106.2485,10065,452,4217.0,5396.0,35.0,480.0105301862956,271553.0,1698.0,4.490809736711376,84000035.0,USA,12950.650720683469,16.870342771982113
New York,US,2020-06-18 04:33:30,42.1657,-74.9481,385142,30939,69085.0,285118.0,36.0,1979.802052693592,3111119.0,89995.0,8.033141023310883,84000036.0,USA,15992.542445056717,23.3667063057262
North Carolina,US,2020-06-18 04:33:30,35.6301,-79.8064,46934,1181,29219.0,16534.0,37.0,447.4983228585888,667422.0,,2.516299484382324,84000037.0,USA,6363.621801656051,
North Dakota,US,2020-06-18 04:33:30,47.5289,-99.784,3166,74,2756.0,336.0,38.0,415.45176114279417,89674.0,201.0,2.337334175615919,84000038.0,USA,11767.284026758976,6.348704990524322
Northern Mariana Islands,US,2020-06-18 04:33:30,15.0979,145.6739,30,2,19.0,9.0,69.0,54.403017554040325,8169.0,,6.666666666666668,580.0,MNP,14813.941679965183,
Ohio,US,2020-06-18 04:33:30,40.3888,-82.7649,42422,2611,,39811.0,39.0,362.91930088715134,584563.0,7051.0,6.154825326481543,84000039.0,USA,5000.923937685536,16.6210928291924
Oklahoma,US,2020-06-18 04:33:30,35.5653,-96.9289,8904,364,6898.0,1642.0,40.0,225.02060288033448,265432.0,1146.0,4.088050314465409,84000040.0,USA,6707.959194040088,12.870619946091646
Oregon,US,2020-06-18 04:33:30,44.572,-122.0709,6218,183,2457.0,3578.0,41.0,147.4250291092119,184350.0,929.0,2.943068510775169,84000041.0,USA,4370.827294352398,14.94049533612094
Pennsylvania,US,2020-06-18 04:33:30,40.5908,-77.2098,84289,6319,59863.0,18107.0,42.0,658.4055024574698,612831.0,,7.496826394903248,84000042.0,USA,4786.998332837186,
Puerto Rico,US,2020-06-18 04:33:30,18.2208,-66.5901,6003,147,,5856.0,72.0,204.64251819044603,6003.0,,2.4487756121939035,630.0,PRI,204.64251819044603,
Rhode Island,US,2020-06-18 04:33:30,41.6809,-71.5118,16213,876,1489.0,13848.0,44.0,1530.4509038939511,206470.0,1898.0,5.403071609202493,84000044.0,USA,19490.051077961147,11.706655153272063
South Carolina,US,2020-06-18 04:33:30,33.8569,-80.945,20556,617,9734.0,10205.0,45.0,399.24532611444334,272754.0,2055.0,3.001556723097879,84000045.0,USA,5297.517011043923,9.997081144191476
South Dakota,US,2020-06-18 04:33:30,44.2998,-99.4388,6050,78,5143.0,829.0,46.0,683.8793252541375,68988.0,570.0,1.2892561983471074,84000046.0,USA,7798.25899018718,9.421487603305783
Tennessee,US,2020-06-18 04:33:30,35.7478,-86.6923,32114,498,21282.0,10334.0,47.0,470.2472070560803,644573.0,2180.0,1.5507255402628135,84000047.0,USA,9438.520676146192,6.788316622034004
Texas,US,2020-06-18 04:33:30,31.0545,-97.5635,97699,2089,62368.0,33242.0,48.0,336.94096068334665,1369638.0,,2.1381999815760646,84000048.0,USA,4723.56056365385,
Utah,US,2020-06-18 04:33:30,40.15,-111.8624,15344,149,8552.0,6643.0,49.0,478.6088900727957,278692.0,1102.0,0.9710636079249216,84000049.0,USA,8692.939832649086,7.181960375391033
Vermont,US,2020-06-18 04:33:30,44.0459,-72.7107,1130,55,915.0,160.0,50.0,181.09293593316548,53663.0,,4.867256637168142,84000050.0,USA,8599.991346001292,
Virgin Islands,US,2020-06-18 04:33:30,18.3358,-64.8963,73,6,64.0,3.0,78.0,68.0538464406906,2427.0,,8.219178082191782,850.0,VIR,2262.5573330350157,
Virginia,US,2020-06-18 04:33:30,37.7693,-78.17,55775,1583,7429.0,46763.0,51.0,653.4459123106632,494341.0,8367.0,2.8381891528462573,84000051.0,USA,5791.575181310006,15.0013446884805
Washington,US,2020-06-18 04:33:30,47.4009,-121.4905,26784,1226,,25558.0,53.0,351.73179715066254,480026.0,3915.0,4.577359617682198,84000053.0,USA,6303.778661105284,14.616935483870966
West Virginia,US,2020-06-18 04:33:30,38.4912,-80.9545,2376,88,1654.0,634.0,54.0,132.5784101415788,141370.0,,3.703703703703704,84000054.0,USA,7888.303805435603,
Wisconsin,US,2020-06-18 04:33:30,44.2685,-89.6165,23456,713,17613.0,5130.0,55.0,402.8555755204782,447190.0,3128.0,3.039733969986357,84000055.0,USA,7680.4649052269215,13.335607094133696
Wyoming,US,2020-06-18 04:33:30,42.756,-107.3025,1114,18,862.0,234.0,56.0,192.48080807382686,35069.0,97.0,1.615798922800718,84000056.0,USA,6059.344217541326,8.707360861759426
Alabama,US,2020-06-19 04:33:29,32.3182,-86.9023,28206,810,15974.0,11422.0,1.0,575.2587348835502,322534.0,2373.0,2.8717294192724947,84000001.0,USA,6578.050797593809,8.413103594979791
Alaska,US,2020-06-19 04:33:29,61.3707,-152.4044,707,12,449.0,246.0,2.0,96.64477236533638,81185.0,,1.6973125884016973,84000002.0,USA,11097.745183139796,
American Samoa,US,2020-06-19 04:33:29,-14.271,-170.132,0,0,,0.0,60.0,0.0,174.0,,,16.0,ASM,312.7190381193724,
Arizona,US,2020-06-19 04:33:29,33.7298,-111.4312,43445,1283,6863.0,35299.0,4.0,596.8771694242267,379732.0,3956.0,2.9531591667625734,84000004.0,USA,5217.018328917033,9.105765910921855
Arkansas,US,2020-06-19 04:33:29,34.9697,-92.3731,13928,208,9376.0,4344.0,5.0,461.5276538834199,228434.0,1074.0,1.4933946008041357,84000005.0,USA,7569.543946525354,7.711085582998277
California,US,2020-06-19 04:33:29,36.1162,-119.6816,167086,5355,,161731.0,6.0,422.871676949181,3074530.0,,3.2049363800677497,84000006.0,USA,7781.212411156923,
Colorado,US,2020-06-19 04:33:29,39.0598,-105.3111,29886,1638,4253.0,23995.0,8.0,518.9680513223735,262216.0,5294.0,5.480827143143947,84000008.0,USA,4553.360320737051,17.713979789868166
Connecticut,US,2020-06-19 04:33:29,41.5978,-72.7554,45440,4226,7842.0,33372.0,9.0,1274.511701302027,372585.0,10099.0,9.300176056338028,84000009.0,USA,10450.350841320771,22.224911971830984
Delaware,US,2020-06-19 04:33:29,39.3185,-75.5071,10499,431,6350.0,3718.0,10.0,1078.1873225956188,88684.0,,4.105152871702066,84000010.0,USA,9107.340176880642,
Diamond Princess,US,2020-06-19 04:33:29,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-06-19 04:33:29,38.8974,-77.0268,9903,527,1155.0,8221.0,11.0,1403.1900859937455,72199.0,,5.321619711198626,84000011.0,USA,10230.124307650454,
Florida,US,2020-06-19 04:33:29,27.7663,-81.6868,85926,3061,,82865.0,12.0,400.0700818712884,1511312.0,12862.0,3.5623676186486044,84000012.0,USA,7036.644503096391,14.96869399250518
Georgia,US,2020-06-19 04:33:29,33.0406,-83.6431,60912,2605,,58307.0,13.0,573.6985330621187,663204.0,9663.0,4.276661413186237,84000013.0,USA,6246.374473353845,15.863869188337276
Grand Princess,US,2020-06-19 04:33:29,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-06-19 04:33:29,13.4443,144.7937,192,5,170.0,17.0,66.0,116.90992455656429,9588.0,,2.6041666666666665,316.0,GUM,5838.1893575434315,
Hawaii,US,2020-06-19 04:33:29,21.0943,-157.4983,762,17,639.0,106.0,15.0,53.81842426434028,64374.0,95.0,2.230971128608924,84000015.0,USA,4546.597432536274,12.46719160104987
Idaho,US,2020-06-19 04:33:29,44.2405,-114.4788,3743,89,3013.0,641.0,16.0,209.44957234347942,68012.0,275.0,2.3777718407694364,84000016.0,USA,3805.7932979494312,7.347047822602191
Illinois,US,2020-06-19 04:33:29,40.3495,-88.9861,134778,6537,,128241.0,17.0,1063.6040392300363,1284693.0,,4.850198103548056,84000017.0,USA,10138.187715877615,
Indiana,US,2020-06-19 04:33:29,39.8494,-86.2583,41438,2491,30175.0,8772.0,18.0,615.5177067175027,384722.0,6589.0,6.011390511125055,84000018.0,USA,5714.638813740314,15.90086394130991
Iowa,US,2020-06-19 04:33:29,42.0115,-93.2105,24861,680,15604.0,8577.0,19.0,787.9698390210042,240931.0,,2.735207755118459,84000019.0,USA,7636.312348062008,
Kansas,US,2020-06-19 04:33:29,38.5266,-96.7265,11753,251,696.0,10806.0,20.0,403.4237298142252,142124.0,1011.0,2.1356249468220883,84000020.0,USA,4878.430543360585,8.60205904875351
Kentucky,US,2020-06-19 04:33:29,37.6681,-84.6701,13197,520,3506.0,9171.0,21.0,295.38867325339163,306380.0,2482.0,3.9402894597256948,84000021.0,USA,6857.708699808602,18.80730469045995
Louisiana,US,2020-06-19 04:33:29,31.1695,-91.8678,48634,3062,37017.0,8555.0,22.0,1046.1638007620902,545221.0,,6.296006908746968,84000022.0,USA,11728.224567489975,
Maine,US,2020-06-19 04:33:29,44.6939,-69.3819,2878,102,2300.0,476.0,23.0,214.10313254159317,74060.0,323.0,3.5441278665740095,84000023.0,USA,5509.547601122442,11.223071577484362
Maryland,US,2020-06-19 04:33:29,39.0639,-76.8021,63229,3016,4640.0,55573.0,24.0,1045.8542297971444,447608.0,10357.0,4.7699631498204935,84000024.0,USA,7403.76599489222,16.380142023438612
Massachusetts,US,2020-06-19 04:33:29,42.2302,-71.5301,106422,7769,,98653.0,25.0,1544.0254432968688,741260.0,10985.0,7.3001822931348785,84000025.0,USA,10754.583639644408,10.32211384864032
Michigan,US,2020-06-19 04:33:29,43.3266,-84.5361,66798,6061,44964.0,15773.0,26.0,668.8590814908034,850186.0,,9.073624958831102,84000026.0,USA,8513.048699906287,
Minnesota,US,2020-06-19 04:33:29,45.6945,-93.9002,31675,1376,27566.0,2733.0,27.0,561.6501218519221,460879.0,3718.0,4.344119968429362,84000027.0,USA,8172.146693259418,11.7379636937648
Mississippi,US,2020-06-19 04:33:29,32.7416,-89.6787,20641,938,15323.0,4380.0,28.0,693.5472652746887,238715.0,2767.0,4.5443534712465485,84000028.0,USA,8020.9357797610255,13.405358267525802
Missouri,US,2020-06-19 04:33:29,38.4561,-92.2884,17371,945,,16426.0,29.0,283.0338702140376,297342.0,,5.440101318289104,84000029.0,USA,4844.7330054218155,
Montana,US,2020-06-19 04:33:29,46.9219,-110.4544,655,20,545.0,90.0,30.0,61.28494411374486,66870.0,81.0,3.053435114503817,84000030.0,USA,6256.678187612395,12.36641221374046
Nebraska,US,2020-06-19 04:33:29,41.1254,-98.2681,17414,239,10761.0,6414.0,31.0,900.2237377016638,144813.0,1141.0,1.3724589410818882,84000031.0,USA,7486.166310313026,6.552199379809348
Nevada,US,2020-06-19 04:33:29,38.3135,-117.0554,12169,475,641.0,11053.0,32.0,395.0773921840323,230796.0,,3.903360999260416,84000032.0,USA,7492.997107938689,
New Hampshire,US,2020-06-19 04:33:29,43.4525,-71.5639,5450,331,4104.0,1015.0,33.0,400.82046846719635,101984.0,531.0,6.073394495412844,84000033.0,USA,7500.417368102487,9.743119266055047
New Jersey,US,2020-06-19 04:33:29,40.2989,-74.521,168107,12869,29101.0,126137.0,34.0,1892.6300833465618,1171734.0,19010.0,7.655243386652549,84000034.0,USA,13191.949282778234,11.308273896982277
New Mexico,US,2020-06-19 04:33:29,34.8405,-106.2485,10153,456,4351.0,5346.0,35.0,484.2073435649736,275897.0,1715.0,4.491283364522801,84000035.0,USA,13157.820690194576,16.891559145080272
New York,US,2020-06-19 04:33:29,42.1657,-74.9481,385760,30974,69243.0,285543.0,36.0,1982.9788489624084,3179660.0,89995.0,8.029344670261302,84000036.0,USA,16344.873825414275,23.329272086271253
North Carolina,US,2020-06-19 04:33:29,35.6301,-79.8064,48167,1188,29219.0,17760.0,37.0,459.25452160756913,693678.0,,2.4705711379160005,84000037.0,USA,6613.963046062559,
North Dakota,US,2020-06-19 04:33:29,47.5289,-99.784,3193,75,2809.0,309.0,38.0,418.9947799522872,90654.0,208.0,2.348888192922017,84000038.0,USA,11895.882487251694,6.514249921703727
Northern Mariana Islands,US,2020-06-19 04:33:29,15.0979,145.6739,30,2,19.0,9.0,69.0,54.403017554040325,8169.0,,6.666666666666668,580.0,MNP,14813.941679965183,
Ohio,US,2020-06-19 04:33:29,40.3888,-82.7649,43122,2633,,40489.0,39.0,368.9077858859964,600024.0,7104.0,6.105932006864245,84000039.0,USA,5133.192461352885,16.474189508835398
Oklahoma,US,2020-06-19 04:33:29,35.5653,-96.9289,9355,366,6898.0,2091.0,40.0,236.4182097872337,269103.0,1146.0,3.9123463388562265,84000040.0,USA,6800.732176202454,12.25013361838589
Oregon,US,2020-06-19 04:33:29,44.572,-122.0709,6366,187,2502.0,3677.0,41.0,150.93401983101361,189136.0,933.0,2.9374803644360665,84000041.0,USA,4484.300467288501,14.655984919886901
Pennsylvania,US,2020-06-19 04:33:29,40.5908,-77.2098,84683,6361,60979.0,17343.0,42.0,661.4831492200157,624068.0,,7.511543048781927,84000042.0,USA,4874.7737558593435,
Puerto Rico,US,2020-06-19 04:33:29,18.2208,-66.5901,6111,147,,5964.0,72.0,208.32424265564148,6111.0,,2.405498281786941,630.0,PRI,208.32424265564148,
Rhode Island,US,2020-06-19 04:33:29,41.6809,-71.5118,16269,885,1502.0,13882.0,44.0,1535.7371094461664,211593.0,1911.0,5.4397934722478345,84000044.0,USA,19973.6444894611,11.746265904480914
South Carolina,US,2020-06-19 04:33:29,33.8569,-80.945,21533,621,9734.0,11178.0,45.0,418.2209382770144,280523.0,2055.0,2.8839455719128777,84000045.0,USA,5448.4090590388205,9.543491385315562
South Dakota,US,2020-06-19 04:33:29,44.2998,-99.4388,6109,78,5221.0,810.0,46.0,690.5485616491777,70353.0,585.0,1.2768047143558685,84000046.0,USA,7952.555730513112,9.576035357669014
Tennessee,US,2020-06-19 04:33:29,35.7478,-86.6923,32770,508,21949.0,10313.0,47.0,479.8530539710952,652394.0,2209.0,1.550198352151358,84000047.0,USA,9553.044043100968,6.7409215746109235
Texas,US,2020-06-19 04:33:29,31.0545,-97.5635,101259,2129,63812.0,35318.0,48.0,349.21856659571745,1407741.0,,2.1025291579020142,84000048.0,USA,4854.968883338982,
Utah,US,2020-06-19 04:33:29,40.15,-111.8624,15839,152,8786.0,6901.0,49.0,494.04889271787084,282685.0,1120.0,0.9596565439737356,84000049.0,USA,8817.48918731936,7.071153481911737
Vermont,US,2020-06-19 04:33:29,44.0459,-72.7107,1135,56,917.0,162.0,50.0,181.89423210986087,54745.0,,4.933920704845815,84000050.0,USA,8773.391838638181,
